record_type,grade_map,k_ratio,grade,input_value,input_unit,analytical_value,simulated_value,metric,reopen_signal
engagement_saturation,Wide,8.0,NORMAL,1.0,W_over_reference_exposure,0.1111111111111111,0.111412,P_any,
engagement_saturation,Wide,8.0,NORMAL,2.0,W_over_reference_exposure,0.2,0.200407,P_any,
engagement_saturation,Wide,8.0,NORMAL,4.0,W_over_reference_exposure,0.3333333333333333,0.333288,P_any,
engagement_saturation,Wide,8.0,NORMAL,8.0,W_over_reference_exposure,0.5,0.500069,P_any,
engagement_saturation,Wide,8.0,NORMAL,16.0,W_over_reference_exposure,0.6666666666666666,0.666339,P_any,
grade_map_sensitivity,Wide,8.0,NONE,100000.0,exposure,0.0,0.0,P_any,
grade_map_sensitivity,Wide,8.0,LOW,100000.0,exposure,0.012345679012345678,0.012384,P_any,
grade_map_sensitivity,Wide,8.0,NORMAL,100000.0,exposure,0.1111111111111111,0.111541,P_any,
grade_map_sensitivity,Wide,8.0,HIGH,100000.0,exposure,0.2727272727272727,0.272614,P_any,
grade_map_sensitivity,Wide,8.0,VERY_HIGH,100000.0,exposure,0.5,0.499616,P_any,
reopen_signal,,,,,percent,124.99999999999996,,max_abs_fixed_category_substitution_change_pct,True
reopen_signal,,,,,categories,20,,first_roster_count_reaching_p_any_0_9_in_grid,True
reopen_signal,,,,,of_12_pairs,8,,technique_grid_cadence_inversion_count,True
reopen_signal,,,,,attempts,2,,first_unlimited_attempt_count_reaching_conversion_0_9_in_grid,True
